Start,StartInMin,End,EndInMin,SleepQuality,DurationInHourMin,DurationInMins,WakeUpFace,WakeUpClass,HeartRate,Activity (Steps)
3/25/2017 2:25,145.00,3/25/17 11:05 AM,665.00,0.95,0.3611,520,:),1,105,2460
3/26/2017 4:19,259.00,3/26/17 10:59 AM,659.00,0.82,0.2778,400,:),1,77,1106
3/27/2017 1:27,87.00,3/27/17 7:30 AM,450.00,0.6,0.2514,362,:|,0,64,357
3/28/2017 0:14,14.00,3/28/17 7:30 AM,450.00,0.62,0.3021,435,:|,0,77,4345
3/28/2017 7:30,450.00,3/28/17 8:03 AM,483.00,0.07,0.0222,32,:),1,74,4345
3/29/2017 2:04,124.00,3/29/17 7:30 AM,450.00,0.59,0.2257,325,:|,0,74,5805
3/30/2017 0:42,42.00,3/30/17 7:29 AM,449.00,0.69,0.2826,407,:),1,76,3382
3/31/2017 0:19,19.00,3/31/17 7:29 AM,449.00,0.64,0.2986,430,:|,0,65,3270
4/1/2017 5:11,311.00,4/1/17 12:39 PM,759.00,0.83,0.3104,447,:),1,74,1291
4/2/2017 2:15,135.00,4/2/17 9:37 AM,577.00,0.72,0.3069,442,:|,0,62,1164
4/3/2017 3:36,216.00,4/3/17 7:22 AM,442.00,0.39,0.1569,226,:|,0,85,1111
4/4/2017 2:13,133.00,4/4/17 8:15 AM,495.00,0.65,0.2514,362,:),1,69,3543
4/5/2017 4:05,245.00,4/5/17 8:24 AM,504.00,0.49,0.1792,258,:|,0,89,4234
4/6/2017 4:39,279.00,4/6/17 8:28 AM,508.00,0.43,0.1583,228,:),1,84,3339
4/7/2017 2:53,173.00,4/7/17 8:22 AM,502.00,0.59,0.2278,328,:|,0,84,3247
4/8/2017 5:06,306.00,4/8/17 11:21 AM,681.00,0.68,0.2604,375,:),1,80,1578
4/9/2017 3:47,227.00,4/9/17 10:32 AM,632.00,0.71,0.2806,404,:),1,91,1061
4/10/2017 4:22,262.00,4/10/17 7:29 AM,449.00,0.34,0.1299,187,:),1,65,2281
4/11/2017 2:19,139.00,4/11/17 7:31 AM,451.00,0.6,0.216,311,:|,0,85,3726
4/12/2017 2:40,160.00,4/12/17 7:31 AM,451.00,0.59,0.2021,291,:|,0,85,3519
4/13/2017 2:38,158.00,4/13/17 7:28 AM,448.00,0.48,0.2007,289,:|,0,85,4683
4/14/2017 2:54,174.00,4/14/17 7:30 AM,450.00,0.52,0.1917,276,:|,0,69,4497
4/15/2017 7:24,444.00,4/15/17 11:22 AM,682.00,0.38,0.1646,237,:),1,87,267
4/16/2017 4:26,266.00,4/16/17 11:01 AM,661.00,0.71,0.2743,395,:),1,91,1226
4/17/2017 0:53,53.00,4/17/17 7:29 AM,449.00,0.75,0.2743,395,:|,0,91,2675
4/18/2017 2:20,140.00,4/18/17 8:14 AM,494.00,0.66,0.2458,354,:|,0,76,3964
4/19/2017 2:09,129.00,4/19/17 7:28 AM,448.00,0.58,0.2208,318,:|,0,92,3794
4/20/2017 5:08,308.00,4/20/17 9:31 AM,571.00,0.45,0.1826,263,:|,0,72,3248
4/20/2017 22:27,1347.00,4/21/17 7:27 AM,447.00,0.86,0.375,540,:|,0,57,1742
4/22/2017 5:05,305.00,4/22/17 1:07 PM,787.00,0.78,0.3347,482,:|,0,75,5496
4/23/2017 1:30,90.00,4/23/17 10:08 AM,608.00,0.78,0.359,517,:),1,63,1525
4/24/2017 0:42,42.00,4/24/17 7:18 AM,438.00,0.56,0.275,396,:|,0,68,1431
4/25/2017 0:49,49.00,4/25/17 4:18 AM,258.00,0.32,0.1451,209,:),1,73,2715
4/25/2017 4:19,259.00,4/25/17 7:27 AM,447.00,0.35,0.1299,187,:|,0,73,2715
4/26/2017 1:55,115.00,4/26/17 7:25 AM,445.00,0.46,0.2285,329,:|,0,72,1946
4/27/2017 2:27,147.00,4/27/17 7:25 AM,445.00,0.53,0.2069,298,:|,0,72,3901
4/28/2017 3:45,225.00,4/28/17 7:27 AM,447.00,0.44,0.1535,221,:|,0,68,3836
4/29/2017 0:50,50.00,4/29/17 8:47 AM,527.00,0.82,0.3306,476,:),1,74,2874
4/29/2017 22:17,1337.00,4/30/17 9:05 AM,545.00,0.69,0.4493,647,:),1,74,1398
5/1/2017 2:58,178.00,5/1/17 7:29 AM,449.00,0.55,0.1882,271,:|,0,72,2055
5/2/2017 3:17,197.00,5/2/17 9:07 AM,547.00,0.6,0.2424,349,:),1,72,5023
5/3/2017 0:36,36.00,5/3/17 7:30 AM,450.00,0.73,0.2868,413,:(,-1,92,2483
5/4/2017 2:34,154.00,5/4/17 8:30 AM,510.00,0.69,0.2472,356,:|,0,92,3716
5/4/2017 23:39,1419.00,5/5/17 8:27 AM,507.00,0.86,0.366,527,:|,0,62,1525
5/6/2017 4:09,249.00,5/6/17 10:14 AM,614.00,0.63,0.2535,365,:),1,80,2913
5/7/2017 1:56,116.00,5/7/17 10:15 AM,615.00,0.9,0.3458,498,:),1,67,5805
5/8/2017 2:16,136.00,5/8/17 7:30 AM,450.00,0.56,0.2181,314,:|,0,60,1140
5/9/2017 2:15,135.00,5/9/17 8:28 AM,508.00,0.67,0.2583,372,:|,0,81,3898
5/10/2017 1:47,107.00,5/10/17 7:25 AM,445.00,0.59,0.2347,338,:),1,88,3629
5/11/2017 3:00,180.00,5/11/17 7:30 AM,450.00,0.39,0.1868,269,:),1,81,3963
5/12/2017 1:38,98.00,5/12/17 7:20 AM,440.00,0.59,0.2375,342,:|,0,79,2045
5/13/2017 3:02,182.00,5/13/17 11:46 AM,706.00,0.98,0.3632,523,:|,0,76,4715
5/14/2017 5:46,346.00,5/14/17 1:59 PM,839.00,0.92,0.3417,492,:),1,87,6360
5/15/2017 2:22,142.00,5/15/17 7:30 AM,450.00,0.55,0.2139,308,:),1,76,1825
5/16/2017 2:18,138.00,5/16/17 7:29 AM,449.00,0.62,0.216,311,:|,0,86,5529
5/17/2017 3:33,213.00,5/17/17 7:29 AM,449.00,0.45,0.1639,236,:|,0,64,3193
5/18/2017 1:11,71.00,5/18/17 7:29 AM,449.00,0.7,0.2625,378,:|,0,67,3304
5/19/2017 4:47,287.00,5/19/17 9:19 AM,559.00,0.5,0.1882,271,:|,0,88,9462
5/20/2017 4:21,261.00,5/20/17 11:21 AM,681.00,0.77,0.291,419,:),1,103,4970
5/21/2017 2:36,156.00,5/21/17 10:32 AM,632.00,0.86,0.3306,476,:),1,89,4811
5/21/2017 23:53,1433.00,5/22/17 7:41 AM,461.00,0.8,0.325,468,:),1,78,2004
5/23/2017 7:15,435.00,5/23/17 8:12 AM,492.00,0.12,0.0389,56,:|,0,107,834
5/24/2017 1:44,104.00,5/24/17 8:14 AM,494.00,0.66,0.2708,390,:),1,75,2585
5/25/2017 1:12,72.00,5/25/17 8:15 AM,495.00,0.76,0.2931,422,:|,0,75,3975
5/26/2017 1:37,97.00,5/26/17 8:12 AM,492.00,0.71,0.2743,395,:),1,69,1985
5/27/2017 5:45,345.00,5/27/17 1:09 PM,789.00,0.76,0.3083,444,:),1,91,2807
5/28/2017 3:38,218.00,5/28/17 11:50 AM,710.00,0.85,0.341,491,:),1,91,2227
5/29/2017 3:11,191.00,5/29/17 8:02 AM,482.00,0.52,0.2021,291,:),1,91,595
5/30/2017 0:49,49.00,5/30/17 7:48 AM,468.00,0.63,0.2903,418,:),1,91,2326
5/31/2017 0:38,38.00,5/31/17 7:33 AM,453.00,0.71,0.2875,414,:|,0,88,5428
6/1/2017 0:32,32.00,6/1/17 7:36 AM,456.00,0.79,0.2938,423,:|,0,84,3339
6/2/2017 1:38,98.00,6/2/17 7:47 AM,467.00,0.61,0.2556,368,:|,0,64,2310
6/3/2017 1:47,107.00,6/3/17 9:51 AM,591.00,0.86,0.3354,483,:),1,74,2921
6/4/2017 3:47,227.00,6/4/17 11:41 AM,701.00,0.79,0.3285,473,:),1,89,2690
6/5/2017 0:55,55.00,6/5/17 7:51 AM,471.00,0.56,0.2889,416,:),1,79,596
6/6/2017 0:02,2.00,6/6/17 6:59 AM,419.00,0.61,0.2889,416,:),1,54,2131
6/7/2017 1:42,102.00,6/7/17 6:53 AM,413.00,0.57,0.2153,310,:|,0,83,1738
6/8/2017 1:36,96.00,6/8/17 7:30 AM,450.00,0.56,0.2451,353,:|,0,83,3306
6/9/2017 2:14,134.00,6/9/17 7:25 AM,445.00,0.53,0.216,311,:|,0,62,3433
6/10/2017 3:43,223.00,6/10/17 9:31 AM,571.00,0.66,0.2417,348,:),1,97,3831
6/11/2017 3:50,230.00,6/11/17 9:38 AM,578.00,0.65,0.2417,348,:),1,75,1024
6/12/2017 0:08,8.00,6/12/17 7:27 AM,447.00,0.63,0.3042,438,:),1,77,606
6/13/2017 0:41,41.00,6/13/17 7:30 AM,450.00,0.7,0.2833,408,:|,0,68,2418
6/14/2017 2:18,138.00,6/14/17 7:30 AM,450.00,0.55,0.216,311,:|,0,65,5203
6/15/2017 0:09,9.00,6/15/17 7:30 AM,450.00,0.81,0.3063,441,:|,0,63,2640
6/16/2017 3:25,205.00,6/16/17 7:29 AM,449.00,0.45,0.1694,244,:|,0,63,2019
6/17/2017 3:38,218.00,6/17/17 10:31 AM,631.00,0.82,0.2868,413,:),1,86,2834
6/18/2017 2:30,150.00,6/18/17 9:04 AM,544.00,0.82,0.2729,393,:),1,90,1968
6/19/2017 1:41,101.00,6/19/17 7:25 AM,445.00,0.61,0.2389,344,:),1,90,1648
6/20/2017 3:38,218.00,6/20/17 7:31 AM,451.00,0.4,0.1611,232,:|,0,79,5184
6/21/2017 2:35,155.00,6/21/17 7:30 AM,450.00,0.46,0.2042,294,:|,0,155,3656
6/22/2017 1:35,95.00,6/22/17 7:32 AM,452.00,0.49,0.2472,356,:|,0,155,4076
6/23/2017 1:27,87.00,6/23/17 7:30 AM,450.00,0.48,0.2521,363,:|,0,79,2655
6/24/2017 2:31,151.00,6/24/17 10:43 AM,643.00,0.83,0.3417,492,:),1,90,2614
6/25/2017 3:09,189.00,6/25/17 10:13 AM,613.00,0.88,0.2944,424,:),1,100,2215
6/26/2017 1:26,86.00,6/26/17 7:29 AM,449.00,0.63,0.2514,362,:|,0,62,5468
6/27/2017 1:47,107.00,6/27/17 7:31 AM,451.00,0.63,0.2382,343,:|,0,80,4557
6/28/2017 1:59,119.00,6/28/17 7:30 AM,450.00,0.6,0.2299,331,:|,0,80,3543
6/29/2017 2:28,148.00,6/29/17 7:30 AM,450.00,0.51,0.209,301,:|,0,68,5555
6/30/2017 1:45,105.00,6/30/17 7:32 AM,452.00,0.49,0.241,347,:|,0,69,1259
7/2/2017 2:37,157.00,7/2/17 8:27 AM,507.00,0.6,0.2431,350,:|,0,107,551
7/3/2017 1:40,100.00,7/3/17 11:25 AM,685.00,0.89,0.4063,585,:),1,96,1840
7/4/2017 2:10,130.00,7/4/17 10:06 AM,606.00,0.87,0.3306,476,:),1,72,1595
7/5/2017 1:45,105.00,7/5/17 7:31 AM,451.00,0.49,0.2403,346,:|,0,64,3109
7/6/2017 1:14,74.00,7/6/17 7:30 AM,450.00,0.7,0.2604,375,:),1,69,3293
7/7/2017 1:16,76.00,7/7/17 7:14 AM,434.00,0.6,0.2486,358,:),1,84,5327
7/8/2017 2:19,139.00,7/8/17 10:39 AM,639.00,0.94,0.3472,500,:),1,85,5204
7/9/2017 2:31,151.00,7/9/17 9:06 AM,546.00,0.57,0.2736,394,:),1,77,3204
7/10/2017 0:22,22.00,7/10/17 7:31 AM,451.00,0.79,0.2972,428,:|,0,62,11625
7/11/2017 1:05,65.00,7/11/17 7:30 AM,450.00,0.71,0.2667,384,:|,0,63,4857
7/12/2017 1:13,73.00,7/12/17 7:25 AM,445.00,0.68,0.2583,372,:|,0,61,3778
7/14/2017 1:44,104.00,7/14/17 10:49 AM,649.00,0.61,0.3785,545,:),1,107,10689
7/15/2017 3:04,184.00,7/15/17 9:48 AM,588.00,0.57,0.2799,403,:),1,87,10496
7/16/2017 0:52,52.00,7/16/17 8:51 AM,531.00,0.57,0.2799,403,:),1,87,11270
7/17/2017 2:44,164.00,7/17/17 6:30 AM,390.00,0.47,0.1569,226,:|,0,69,9879
7/18/2017 2:36,156.00,7/18/17 7:31 AM,451.00,0.57,0.2042,294,:|,0,68,2868
7/19/2017 1:19,79.00,7/19/17 7:29 AM,449.00,0.65,0.2563,369,:),1,68,2278
7/20/2017 2:22,142.00,7/20/17 7:31 AM,451.00,0.59,0.2139,308,:|,0,61,4273
7/21/2017 1:30,90.00,7/21/17 7:32 AM,452.00,0.64,0.2507,361,:|,0,74,2074
7/22/2017 4:12,252.00,7/22/17 11:35 AM,695.00,0.79,0.3076,443,:),1,86,3036
7/23/2017 4:50,290.00,7/23/17 10:58 AM,658.00,0.57,0.2549,367,:),1,103,875
7/24/2017 0:24,24.00,7/24/17 7:30 AM,450.00,0.75,0.2951,425,:|,0,103,1276
7/25/2017 1:16,76.00,7/25/17 7:28 AM,448.00,0.55,0.2576,371,:|,0,77,4734
7/26/2017 1:24,84.00,7/26/17 7:31 AM,451.00,0.66,0.2542,366,:|,0,77,1843
7/27/2017 1:30,90.00,7/27/17 7:30 AM,450.00,0.61,0.2493,359,:(,-1,67,3802
7/28/2017 1:48,108.00,7/28/17 7:29 AM,449.00,0.48,0.2368,341,:),1,64,3605
7/29/2017 1:03,63.00,7/29/17 8:42 AM,522.00,0.72,0.3188,459,:),1,97,3335
7/30/2017 2:13,133.00,7/30/17 9:29 AM,569.00,0.61,0.3028,436,:),1,86,6128
7/31/2017 23:43,1423.00,8/1/17 7:39 AM,459.00,0.77,0.3306,476,:|,0,60,12393
8/1/2017 23:46,1426.00,8/2/17 7:45 AM,465.00,0.56,0.3326,479,:|,0,60,2355
8/3/2017 2:18,138.00,8/3/17 7:44 AM,464.00,0.63,0.2264,326,:),1,70,3244
8/4/2017 0:28,28.00,8/4/17 7:44 AM,464.00,0.63,0.3021,435,:|,0,62,1738
8/5/2017 2:21,141.00,8/5/17 3:04 AM,184.00,0.09,0.0292,42,:|,0,62,2757
8/5/2017 3:05,185.00,8/5/17 8:08 AM,488.00,0.43,0.2104,303,:),1,89,0
8/7/2017 0:28,28.00,8/7/17 7:44 AM,464.00,0.55,0.3021,435,:),1,65,1112
8/8/2017 0:27,27.00,8/8/17 7:43 AM,463.00,0.69,0.3028,436,:),1,83,2439
8/9/2017 0:50,50.00,8/9/17 7:45 AM,465.00,0.61,0.2882,415,:(,-1,86,1901
8/10/2017 0:57,57.00,8/10/17 7:45 AM,465.00,0.49,0.2826,407,:),1,65,2212
8/11/2017 0:09,9.00,8/11/17 7:42 AM,462.00,0.58,0.3139,452,:|,0,67,1802
8/14/2017 4:05,245.00,8/14/17 7:45 AM,465.00,0.18,0.1528,220,:(,-1,78,1531
8/16/2017 2:05,125.00,8/16/17 7:46 AM,466.00,0.34,0.2361,340,:|,0,61,2587
8/18/2017 4:06,246.00,8/18/17 7:44 AM,464.00,0.23,0.1514,218,:|,0,61,2380
8/20/2017 1:22,82.00,8/20/17 7:44 AM,464.00,0.57,0.2653,382,:|,0,68,227
8/21/2017 2:43,163.00,8/21/17 11:01 AM,661.00,0.85,0.3451,497,:|,0,106,2190
8/22/2017 1:51,111.00,8/22/17 8:26 AM,506.00,0.75,0.2736,394,:|,0,74,854
8/23/2017 6:18,378.00,8/23/17 9:26 AM,566.00,0.29,0.1299,187,:),1,100,62
8/24/2017 4:16,256.00,8/24/17 12:08 PM,728.00,0.69,0.3271,471,:),1,80,1792
8/25/2017 3:45,225.00,8/25/17 8:25 AM,505.00,0.38,0.1944,280,:),1,79,5514
8/27/2017 3:34,214.00,8/27/17 10:25 AM,625.00,0.84,0.2854,411,:),1,91,8607
8/28/2017 0:37,37.00,8/28/17 7:47 AM,467.00,0.78,0.2986,430,:),1,76,3197
8/29/2017 0:47,47.00,8/29/17 7:26 AM,446.00,0.56,0.2764,398,:),1,78,6550
8/30/2017 0:44,44.00,8/30/17 7:46 AM,466.00,0.69,0.2924,421,:),1,69,8202
8/31/2017 0:28,28.00,8/31/17 7:49 AM,469.00,0.72,0.3056,440,:),1,72,6318
9/1/2017 0:40,40.00,9/1/17 6:54 AM,414.00,0.59,0.259,373,:),1,84,8170
9/2/2017 1:25,85.00,9/2/17 9:45 AM,585.00,1,0.3472,500,:),1,74,7690
9/3/2017 1:50,110.00,9/3/17 9:23 AM,563.00,0.76,0.3139,452,:),1,77,3814
9/4/2017 1:14,74.00,9/4/17 9:58 AM,598.00,0.99,0.3632,523,:),1,66,5000
9/5/2017 0:55,55.00,9/5/17 7:16 AM,436.00,0.52,0.2646,381,:|,0,84,4793
9/6/2017 2:09,129.00,9/6/17 7:13 AM,433.00,0.51,0.2104,303,:|,0,65,5732
9/7/2017 1:59,119.00,9/7/17 7:16 AM,436.00,0.56,0.2194,316,:),1,72,8324
9/8/2017 1:36,96.00,9/8/17 7:15 AM,435.00,0.54,0.2347,338,:|,0,70,7300
9/9/2017 6:09,369.00,9/9/17 10:52 AM,652.00,0.48,0.1958,282,:),1,83,292
9/10/2017 4:39,279.00,9/10/17 1:04 PM,784.00,0.79,0.35,504,:),1,72,800
9/11/2017 0:13,13.00,9/11/17 7:15 AM,435.00,0.67,0.2924,421,:),1,89,1126
9/12/2017 1:21,81.00,9/12/17 7:16 AM,436.00,0.6,0.2458,354,:|,0,80,10162
9/13/2017 2:33,153.00,9/13/17 7:15 AM,435.00,0.57,0.1958,282,:),1,80,5633
9/14/2017 2:46,166.00,9/14/17 7:17 AM,437.00,0.49,0.1882,271,:),1,95,7227
9/15/2017 6:05,365.00,9/15/17 7:15 AM,435.00,0.15,0.0479,69,:|,0,74,207
9/18/2017 5:22,322.00,9/18/17 8:12 AM,492.00,0.12,0.1181,170,:),1,74,7052
9/18/2017 23:47,1427.00,9/19/17 8:13 AM,493.00,0.72,0.3514,506,:),1,97,6482
9/21/2017 2:59,179.00,9/21/17 7:16 AM,436.00,0.31,0.1785,257,:),1,92,14019
9/22/2017 2:46,166.00,9/22/17 7:16 AM,436.00,0.52,0.1875,270,:),1,68,6312
9/23/2017 1:02,62.00,9/23/17 9:28 AM,568.00,0.84,0.3514,506,:),1,71,4017
9/24/2017 5:28,328.00,9/24/17 9:09 AM,549.00,0.39,0.1535,221,:),1,67,14184
9/25/2017 1:30,90.00,9/25/17 7:14 AM,434.00,0.58,0.2389,344,:),1,67,4288
9/26/2017 5:45,345.00,9/26/17 7:35 AM,455.00,0.19,0.0764,110,:|,0,81,11123
9/27/2017 3:33,213.00,9/27/17 7:14 AM,434.00,0.37,0.1528,220,:),1,74,9251
9/28/2017 2:39,159.00,9/28/17 7:15 AM,435.00,0.53,0.191,275,:|,0,56,9263
9/29/2017 5:21,321.00,9/29/17 7:10 AM,430.00,0.2,0.0757,109,:|,0,73,8407
9/30/2017 0:19,19.00,9/30/17 8:42 AM,522.00,0.93,0.3493,503,:),1,65,3905
10/1/2017 4:22,262.00,10/1/17 9:24 AM,564.00,0.6,0.209,301,:),1,60,6937
10/4/2017 4:13,253.00,10/4/17 7:45 AM,465.00,0.35,0.1465,211,:|,0,90,12050
10/5/2017 1:10,70.00,10/5/17 5:45 AM,345.00,0.5,0.191,275,:|,0,67,6249
10/8/2017 2:16,136.00,10/8/17 9:16 AM,556.00,0.63,0.2917,420,:),1,92,5136
10/9/2017 3:45,225.00,10/9/17 8:30 AM,510.00,0.35,0.1979,285,:|,0,97,5202
10/10/2017 1:25,85.00,10/10/17 9:01 AM,541.00,0.49,0.316,455,:),1,70,2157
10/11/2017 3:16,196.00,10/11/17 7:49 AM,469.00,0.44,0.1896,273,:),1,109,6426
10/12/2017 0:52,52.00,10/12/17 8:01 AM,481.00,0.71,0.2979,429,:),1,109,9466
10/13/2017 6:30,390.00,10/13/17 8:31 AM,511.00,0.1,0.084,121,:),1,69,2458
10/14/2017 2:58,178.00,10/14/17 10:55 AM,655.00,0.83,0.3306,476,:),1,83,4166
10/15/2017 4:13,253.00,10/15/17 9:11 AM,551.00,0.51,0.2069,298,:),1,66,2988
10/16/2017 1:39,99.00,10/16/17 8:30 AM,510.00,0.68,0.2847,410,:),1,66,4582
10/17/2017 4:23,263.00,10/17/17 8:21 AM,501.00,0.38,0.1646,237,:),1,91,10729
10/18/2017 2:25,145.00,10/18/17 8:26 AM,506.00,0.53,0.25,360,:),1,79,9074
10/19/2017 3:45,225.00,10/19/17 8:27 AM,507.00,0.48,0.1951,281,:),1,79,5973
10/20/2017 4:13,253.00,10/20/17 8:00 AM,480.00,0.31,0.1576,227,:),1,90,9582
10/22/2017 4:04,244.00,10/22/17 9:41 AM,581.00,0.53,0.234,337,:),1,97,6818
10/23/2017 3:27,207.00,10/23/17 7:53 AM,473.00,0.44,0.184,265,:),1,68,8097
10/24/2017 1:22,82.00,10/24/17 7:33 AM,453.00,0.61,0.2569,370,:),1,101,11234
10/25/2017 1:11,71.00,10/25/17 7:58 AM,478.00,0.68,0.2819,406,:|,0,67,10530
10/26/2017 3:38,218.00,10/26/17 7:52 AM,472.00,0.4,0.1764,254,:|,0,90,10532
10/27/2017 0:54,54.00,10/27/17 7:45 AM,465.00,0.72,0.2854,411,:|,0,68,5528
10/28/2017 4:14,254.00,10/28/17 10:50 AM,650.00,0.57,0.275,396,:),1,64,9450
10/29/2017 2:44,164.00,10/29/17 10:24 AM,624.00,0.87,0.3194,460,:),1,59,1506
10/30/2017 2:26,146.00,10/30/17 7:44 AM,464.00,0.58,0.2208,318,:),1,71,1727
10/31/2017 2:30,150.00,10/31/17 7:54 AM,474.00,0.6,0.2243,323,:),1,75,7827
10/31/2017 23:08,1388.00,11/1/17 8:14 AM,494.00,0.85,0.3792,546,:),1,67,6349
11/2/2017 2:23,143.00,11/2/17 7:57 AM,477.00,0.62,0.2319,334,:),1,77,19014
11/3/2017 1:40,100.00,11/3/17 7:42 AM,462.00,0.65,0.2514,362,:),1,100,7419
11/4/2017 4:47,287.00,11/4/17 8:44 AM,524.00,0.43,0.1646,237,:),1,96,6530
11/5/2017 4:20,260.00,11/5/17 8:07 AM,487.00,0.33,0.1569,226,:),1,75,1800
11/6/2017 2:48,168.00,11/6/17 8:26 AM,506.00,0.57,0.234,337,:),1,72,2416
11/6/2017 23:07,1387.00,11/7/17 8:27 AM,507.00,0.94,0.3882,559,:),1,104,5104
11/8/2017 4:14,254.00,11/8/17 8:31 AM,511.00,0.49,0.1778,256,:),1,77,8411
11/9/2017 2:39,159.00,11/9/17 8:21 AM,501.00,0.6,0.2375,342,:),1,69,5384
11/10/2017 0:42,42.00,11/10/17 8:28 AM,508.00,0.79,0.3236,466,:),1,73,6392
11/11/2017 1:23,83.00,11/11/17 7:28 AM,448.00,0.69,0.2535,365,:),1,73,8337
11/12/2017 5:26,326.00,11/12/17 9:59 AM,599.00,0.47,0.1896,273,:),1,118,4196
11/14/2017 0:47,47.00,11/14/17 8:30 AM,510.00,0.73,0.3208,462,:),1,61,10861
11/15/2017 0:09,9.00,11/15/17 8:03 AM,483.00,0.89,0.3292,474,:),1,86,9129
11/16/2017 1:38,98.00,11/16/17 8:26 AM,506.00,0.79,0.2833,408,:),1,77,6279
11/17/2017 5:17,317.00,11/17/17 7:30 AM,450.00,0.29,0.0924,133,:|,0,63,9491
11/18/2017 4:17,257.00,11/18/17 7:51 AM,471.00,0.37,0.1479,213,:),1,85,8526
11/19/2017 2:25,145.00,11/19/17 9:29 AM,569.00,0.74,0.2944,424,:),1,102,4921
11/20/2017 5:25,325.00,11/20/17 7:23 AM,443.00,0.24,0.0813,117,:),1,91,4266
11/21/2017 2:13,133.00,11/21/17 8:17 AM,497.00,0.61,0.2521,363,:),1,61,5922
11/22/2017 3:37,217.00,11/22/17 7:28 AM,448.00,0.36,0.1604,231,:),1,86,6741
11/23/2017 3:38,218.00,11/23/17 9:06 AM,546.00,0.54,0.2271,327,:),1,98,2527
11/24/2017 1:37,97.00,11/24/17 11:47 AM,707.00,0.83,0.4229,609,:),1,110,2944
11/25/2017 1:40,100.00,11/25/17 7:32 AM,452.00,0.58,0.2438,351,:),1,111,1907
11/26/2017 4:28,268.00,11/26/17 9:40 AM,580.00,0.5,0.216,311,:),1,83,1402
11/27/2017 4:12,252.00,11/27/17 7:03 AM,423.00,0.31,0.1188,171,:),1,129,3257
11/29/2017 3:42,222.00,11/29/17 7:29 AM,449.00,0.31,0.1576,227,:),1,75,8041
11/30/2017 2:22,142.00,11/30/17 7:08 AM,428.00,0.45,0.1986,286,:),1,97,7450
12/1/2017 1:54,114.00,12/1/17 7:02 AM,422.00,0.52,0.2132,307,:),1,99,6178
12/2/2017 3:11,191.00,12/2/17 7:01 AM,421.00,0.38,0.1597,230,:),1,72,5049
12/3/2017 2:40,160.00,12/3/17 9:13 AM,553.00,0.66,0.2729,393,:),1,77,2060
12/4/2017 4:10,250.00,12/4/17 7:29 AM,449.00,0.37,0.1375,198,:),1,57,6865
12/5/2017 4:22,262.00,12/5/17 7:29 AM,449.00,0.37,0.1299,187,:),1,68,8443
12/6/2017 2:11,131.00,12/6/17 7:32 AM,452.00,0.58,0.2222,320,:),1,68,6799
12/7/2017 4:05,245.00,12/7/17 6:45 AM,405.00,0.32,0.1111,160,:),1,74,7940
12/8/2017 6:14,374.00,12/8/17 8:59 AM,539.00,0.12,0.1139,164,:),1,84,434
12/10/2017 5:27,327.00,12/10/17 9:36 AM,576.00,0.46,0.1729,249,:),1,112,3417
12/11/2017 2:30,150.00,12/11/17 7:31 AM,451.00,0.5,0.2083,300,:),1,67,1640
12/12/2017 2:00,120.00,12/12/17 7:21 AM,441.00,0.61,0.2229,321,:),1,96,5375
12/13/2017 2:58,178.00,12/13/17 7:28 AM,448.00,0.45,0.1868,269,:),1,61,5632
